house,state,mp_name,constituency,allocated_amount
LOK_SABHA,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442.0
LOK_SABHA,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11
LOK_SABHA,Bihar,ABHAY KUMAR SINHA,AURANGABAD_BR,147000000.0
LOK_SABHA,West Bengal,ABHIJIT GANGOPADHYAY,TAMLUK,147000000.0
LOK_SABHA,West Bengal,Abu Taher Khan,MURSHIDABAD,147000000.0
LOK_SABHA,West Bengal,ADHIKARI SOUMENDU,KANTHI,147000000.0
LOK_SABHA,Uttar Pradesh,ADITYA YADAV,BADAUN,147000000.0
LOK_SABHA,Kerala,Adv Adoor Prakash,ATTINGAL,147000000.0
LOK_SABHA,Kerala,Adv Dean Kuriakose,IDUKKI,147000000.0
LOK_SABHA,Maharashtra,ADV GOWAAL KAGADA PADAVI,NANDURBAR(ST),147816309.11
LOK_SABHA,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11
LOK_SABHA,Uttar Pradesh,AFZAL ANSARI,GHAZIPUR,220500000.0
LOK_SABHA,Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,SRINAGAR,147000000.0
LOK_SABHA,Uttarakhand,Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,147000000.0
LOK_SABHA,Bihar,Ajay Kumar Mandal,BHAGALPUR,147000000.0
LOK_SABHA,Uttarakhand,Ajay Tamta,ALMORA(SC),147000000.0
LOK_SABHA,Uttar Pradesh,AJENDRA SINGH LODHI,HAMIRPUR_UP,147000000.0
LOK_SABHA,Uttar Pradesh,AKHILESH YADAV,KANNAUJ,147000000.0
LOK_SABHA,Uttar Pradesh,AKSHAYA YADAV,FIROZABAD,147000000.0
LOK_SABHA,Manipur,ALFRED KANNGAM S ARTHUR,OUTER MANIPUR(ST),147000000.0
LOK_SABHA,Bihar,Alok Kumar Suman,GOPALGANJ (SC),147000000.0
LOK_SABHA,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000.0
LOK_SABHA,Maharashtra,AMAR SHARADRAO KALE,WARDHA,147000000.0
LOK_SABHA,Assam,AMARSING TISSO,Diphu (ST),147000000.0
LOK_SABHA,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11
LOK_SABHA,Maharashtra,Amol Ramsing Kolhe,SHIRUR,147000000.0
LOK_SABHA,Rajasthan,AMRARAM,SIKAR,165691544.11
LOK_SABHA,Punjab,AMRINDER SINGH RAJA WARRING,LUDHIANA,147000000.0
LOK_SABHA,Uttar Pradesh,ANAND BHADAURIYA,DHAURAHRA,147000000.0
LOK_SABHA,Uttar Pradesh,ANAND KUMAR,BAHRAICH(SC),147000000.0
LOK_SABHA,Odisha,ANANTA NAYAK,KEONJHAR(ST),147000000.0
LOK_SABHA,Tamil Nadu,Andimuthu Raja,NILGIRIS(SC),147000000.0
LOK_SABHA,Meghalaya,ANDREW J. SYNGKON,SHILLONG,98000000.0
LOK_SABHA,Manipur,ANGOMCHA BIMOL AKOIJAM,INNER MANIPUR,147000000.0
LOK_SABHA,Uttarakhand,ANIL BALUNI,GARHWAL,147000000.0
LOK_SABHA,Maharashtra,ANIL YESHWANT DESAI,MUMBAI SOUTH CENTRAL,147000000.0
LOK_SABHA,Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,RATLAM(ST),147000000.0
LOK_SABHA,Odisha,ANITA SUBHADARSHINI,ASKA,147000000.0
LOK_SABHA,Jharkhand,Annpurna Devi,KODARMA,166665931.8
LOK_SABHA,Uttar Pradesh,ANOOP PRADHAN BALMIKI,HATHRAS (SC),147000000.0
LOK_SABHA,Kerala,Anto Antony,PATHANAMTHITTA,147000000.0
LOK_SABHA,Maharashtra,ANUP SANJAY DHOTRE,AKOLA,147000000.0
LOK_SABHA,Uttar Pradesh,Anurag Sharma,JHANSI,147000000.0
LOK_SABHA,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11
LOK_SABHA,Andhra Pradesh,Appalanaidu Kalisetti,VIZIANAGARAM,147000000.0
LOK_SABHA,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11
LOK_SABHA,Uttar Pradesh,ARUN GOVIL,MEERUT,147000000.0
LOK_SABHA,Tamil Nadu,ARUN NEHRU,PERAMBALUR,147000000.0
LOK_SABHA,Telangana,ARUNA. D. K,MAHABUBNAGAR,147000000.0
LOK_SABHA,West Bengal,ARUP CHAKRABORTY,BANKURA,147000000.0
LOK_SABHA,Telangana,Arvind Dharmapuri,NIZAMABAD,281396355.11
LOK_SABHA,Maharashtra,Arvind Ganpat Sawant,MUMBAI SOUTH,147000000.0
LOK_SABHA,Telangana,Asaduddin Owaisi,HYDERABAD,147000000.0
LOK_SABHA,Madhya Pradesh,ASHISH DUBEY,JABALPUR,147000000.0
LOK_SABHA,Uttar Pradesh,Ashok Kumar Rawat,MISRIKH(SC),147000000.0
LOK_SABHA,Bihar,Ashok Kumar Yadav,MADHUBANI,147000000.0
LOK_SABHA,West Bengal,Asit Kumar Mal,BOLPUR(SC),275694456.74
LOK_SABHA,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470.0
LOK_SABHA,Odisha,AVIMANYU SETHI,BHADRAK(SC),147000000.0
LOK_SABHA,Uttar Pradesh,AWADHESH PRASAD,FAIZABAD,147000000.0
LOK_SABHA,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98
LOK_SABHA,Andhra Pradesh,B K PARTHASARATHI,HINDUPUR,160491894.11
LOK_SABHA,Uttar Pradesh,BABU SINGH KUSHWAHA,JAUNPUR,147000000.0
LOK_SABHA,Maharashtra,BACHHAV SHOBHA DINESH,DHULE,147000000.0
LOK_SABHA,West Bengal,BAG MITALI,ARAMBAG(SC),147000000.0
LOK_SABHA,Odisha,BAIJAYANT PANDA,KENDRAPARA,147000000.0
LOK_SABHA,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19
LOK_SABHA,Odisha,BALABHADRA MAJHI,NABARANGPUR(ST),147413962.11
LOK_SABHA,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000.0
LOK_SABHA,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,147000000.0
LOK_SABHA,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0
LOK_SABHA,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000.0
LOK_SABHA,Delhi,Bansuri Swaraj,NEW DELHI,154306950.0
LOK_SABHA,West Bengal,BAPI HALDAR,MATHURAPUR(SC),147000000.0
LOK_SABHA,Karnataka,BASAVARAJ BOMMAI,HAVERI,147000000.0
LOK_SABHA,Andhra Pradesh,BASTIPATI NAGARAJU PANCHALINGALA,KURNOOL,159998515.11
LOK_SABHA,Rajasthan,Bhagirath Chaudhary,AJMER,147000000.0
LOK_SABHA,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000.0
LOK_SABHA,Madhya Pradesh,BHARAT SINGH KUSHWAH,GWALIOR,151455276.04
LOK_SABHA,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,147000000.0
LOK_SABHA,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,147000000.0
LOK_SABHA,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01
LOK_SABHA,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),147000000.0
LOK_SABHA,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),147000000.0
LOK_SABHA,Chhattisgarh,BHOJRAJ NAG,KANKER(ST),164672734.11
LOK_SABHA,Uttar Pradesh,Bhola Singh,BULANDSHAHR(SC),147000000.0
LOK_SABHA,Maharashtra,BHUMARE SANDIPANRAO ASARAM,AURANGABAD_MH,147000000.0
LOK_SABHA,Andhra Pradesh,Bhupathiraju Srinivasa varma,NARASAPURAM,147000000.0
LOK_SABHA,Rajasthan,BHUPENDER YADAV,ALWAR,147000000.0
LOK_SABHA,Odisha,BIBHU PRASAD TARAI,JAGATSINGHPUR(SC),147000000.0
LOK_SABHA,Jharkhand,Bidyut Baran Mahato,JAMSHEDPUR,147000000.0
LOK_SABHA,Assam,BIJULI KALITA MEDHI,GUWAHATI,147000000.0
LOK_SABHA,Tripura,BIPLAB KUMAR DEB,TRIPURA WEST,147000000.0
LOK_SABHA,Andaman And Nicobar Islands,BISHNU PADA RAY,ANDAMAN AND NICOBAR ISLANDS,147000000.0
LOK_SABHA,Rajasthan,BRIJENDRA SINGH OLA,JHUNJHUNU,147000000.0
LOK_SABHA,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11
LOK_SABHA,Madhya Pradesh,BUNTY VIVEK SAHU,CHHINDWARA,147000000.0
LOK_SABHA,Gujarat,C R Patil,NAVSARI,158532494.36
LOK_SABHA,Andhra Pradesh,C.M.RAMESH,ANAKAPALLE,202531656.11
LOK_SABHA,Karnataka,CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,147000000.0
LOK_SABHA,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000.0
LOK_SABHA,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0
LOK_SABHA,Uttar Pradesh,CHANDAN CHAUHAN,BIJNOR,147000000.0
LOK_SABHA,Rajasthan,Chandra Prakash Joshi,CHITTORGARH,147000000.0
LOK_SABHA,Uttar Pradesh,CHANDRA SHEKHAR,NAGINA(SC),147000000.0
LOK_SABHA,Gujarat,CHANDUBHAI CHHAGANBHAI SHIHORA,SURENDRANAGAR,147000000.0
LOK_SABHA,Punjab,CHARANJIT SINGH CHANNI,JALANDHAR(SC),147000000.0
LOK_SABHA,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,0.0
LOK_SABHA,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0
LOK_SABHA,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0
LOK_SABHA,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0
LOK_SABHA,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0
LOK_SABHA,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0
LOK_SABHA,Tamil Nadu,CN Annadurai,TIRUVANNAMALAI,148579509.11
LOK_SABHA,Tamil Nadu,D M Kathir Anand,VELLORE,160196941.11
LOK_SABHA,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11
LOK_SABHA,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000.0
LOK_SABHA,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000.0
LOK_SABHA,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000.0
LOK_SABHA,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000.0
LOK_SABHA,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000.0
LOK_SABHA,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000.0
LOK_SABHA,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000.0
LOK_SABHA,Bihar,DEVESH CHANDRA THAKUR,SITAMARHI,163809205.11
LOK_SABHA,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0
LOK_SABHA,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0
LOK_SABHA,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0
LOK_SABHA,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0
LOK_SABHA,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0
LOK_SABHA,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000.0
LOK_SABHA,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000.0
LOK_SABHA,Bihar,Dileshwar Kamait,SUPAUL,150450930.89
LOK_SABHA,Assam,Dilip Saikia,Darrang-Udalguri,147000000.0
LOK_SABHA,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11
LOK_SABHA,Gujarat,DINESHBHAI MAKWANA,AHMEDABAD WEST(SC),160434965.11
LOK_SABHA,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11
LOK_SABHA,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0
LOK_SABHA,Andhra Pradesh,Dr Chandra Sekhar Pemmasani,GUNTUR,159774113.11
LOK_SABHA,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0
LOK_SABHA,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0
LOK_SABHA,Maharashtra,DR KALGE SHIVAJI BANDAPPA,LATUR(SC),147000000.0
LOK_SABHA,Bihar,Dr Mohammad Jawed,KISHANGANJ,148669229.11
LOK_SABHA,Uttar Pradesh,DR RAJKUMAR SANGWAN,BAGHPAT,147000000.0
LOK_SABHA,Tamil Nadu,DR RANI SRI KUMAR,TENKASI(SC),153060922.82
LOK_SABHA,Kerala,Dr Shashi Tharoor,THIRUVANANTHAPURAM,147000000.0
LOK_SABHA,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9
LOK_SABHA,Gujarat,DR. HEMANG JOSHI,VADODARA,147000000.0
LOK_SABHA,Maharashtra,DR. HEMANT VISHNU SAVARA,PALGHAR(ST),147000000.0
LOK_SABHA,Maharashtra,DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),147000000.0
LOK_SABHA,Madhya Pradesh,DR. LATA WANKHEDE,SAGAR,147000000.0
LOK_SABHA,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11
LOK_SABHA,Gujarat,DR. MANSUKH MANDAVIYA,PORBANDAR,147000000.0
LOK_SABHA,Karnataka,DR. PRABHA MALLIKARJUN,DAVANAGERE,147000000.0
LOK_SABHA,Odisha,DR. PRADEEP KUMAR PANIGRAHY,BERHAMPUR,147000000.0
LOK_SABHA,Maharashtra,DR. PRASHANT YADAORAO PADOLE,BHANDARA-GONDIYA,159680283.39
LOK_SABHA,Punjab,DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),147000000.0
LOK_SABHA,Madhya Pradesh,DR. RAJESH MISHRA,SIDHI,262724510.35
LOK_SABHA,Uttar Pradesh,DR. S P SINGH,PRATAPGARH,147000000.0
LOK_SABHA,West Bengal,DR. SHARMILA SARKAR,BARDHAMAN PURBA(SC),147000000.0
LOK_SABHA,Karnataka,DR.K.SUDHAKAR,CHIKBALLAPUR,147000000.0
LOK_SABHA,Telangana,DR.MALLU RAVI,NAGARKURNOOL(SC),147000000.0
LOK_SABHA,Jharkhand,DULU MAHATO,DHANBAD,147000000.0
LOK_SABHA,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0
LOK_SABHA,Madhya Pradesh,Durga Das Uikey,BETUL(ST),151569502.91
LOK_SABHA,Rajasthan,Dushyant Singh,JHALAWAR-BARAN,147000000.0
LOK_SABHA,Karnataka,E. TUKARAM,BELLARY(ST),147000000.0
LOK_SABHA,Kerala,E.T. MOHAMMED BASHEER,MALAPPURAM,163895872.11
LOK_SABHA,Telangana,EATALA RAJENDER,MALKAJGIRI,327477390.86
LOK_SABHA,Tamil Nadu,ESWARASAMY K,POLLACHI,162315106.11
LOK_SABHA,Madhya Pradesh,Faggan Singh Kulaste,MANDLA(ST),151861648.41
LOK_SABHA,Karnataka,G. KUMAR NAIK,RAICHUR(ST),147000000.0
LOK_SABHA,Maharashtra,GAIKWAD VARSHA EKNATH,MUMBAI NORTH-CENTRAL,147000000.0
LOK_SABHA,Madhya Pradesh,Gajendra Singh Patel,KHARGONE(ST),147000000.0
LOK_SABHA,Rajasthan,Gajendra Singh Shekhawat,JODHPUR,147000000.0
LOK_SABHA,Tamil Nadu,GANAPATHY RAJKUMAR P,COIMBATORE,147370490.11
LOK_SABHA,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11
LOK_SABHA,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0
LOK_SABHA,Assam,GAURAV GOGOI,JORHAT,147000000.0
LOK_SABHA,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0
LOK_SABHA,Bihar,Giridhari Yadav,BANKA,147000000.0
LOK_SABHA,Bihar,Giriraj Singh,BEGUSARAI,147000000.0
LOK_SABHA,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0
LOK_SABHA,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0
LOK_SABHA,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0
LOK_SABHA,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0
LOK_SABHA,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11
LOK_SABHA,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0
LOK_SABHA,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77
LOK_SABHA,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0
LOK_SABHA,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0
LOK_SABHA,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0
LOK_SABHA,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0
LOK_SABHA,Delhi,Harsh Malhotra,EAST DELHI,147134131.0
LOK_SABHA,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0
LOK_SABHA,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0
LOK_SABHA,Sikkim,Indra Hang Subba,SIKKIM,152003923.11
LOK_SABHA,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0
LOK_SABHA,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0
LOK_SABHA,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11
LOK_SABHA,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0
LOK_SABHA,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0
LOK_SABHA,Uttar Pradesh,Jagdambika Pal,DOMARIYAGANJ,160643957.11
LOK_SABHA,Haryana,JAI PARKASH,HISAR,147000000.0
LOK_SABHA,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0
LOK_SABHA,Madhya Pradesh,Janardan Mishra,REWA,147000000.0
LOK_SABHA,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000.0
LOK_SABHA,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000.0
LOK_SABHA,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000.0
LOK_SABHA,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26
LOK_SABHA,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000.0
LOK_SABHA,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000.0
LOK_SABHA,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000.0
LOK_SABHA,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000.0
LOK_SABHA,West Bengal,JUNE MALIAH,MEDINIPUR,147000000.0
LOK_SABHA,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000.0
LOK_SABHA,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11
LOK_SABHA,Tamil Nadu,K E PRAKASH,ERODE,147000000.0
LOK_SABHA,Kerala,K RADHAKRISHNAN,ALATHUR(SC),147000000.0
LOK_SABHA,Tamil Nadu,K Subbarayan,TIRUPPUR,147000000.0
LOK_SABHA,Kerala,K. C VENUGOPAL,ALAPPUZHA,147000000.0
LOK_SABHA,Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,KOPPAL,147000000.0
LOK_SABHA,Telangana,KADIYAM KAVYA,WARANGEL(SC),147000000.0
LOK_SABHA,West Bengal,Kakoli Ghosh Dastidar,BARASAT,147000000.0
LOK_SABHA,The Dadra And Nagar Haveli And Daman And Diu,Kalaben Mohanbhai Delkar,DADRA & NAGAR HAVELI (ST),269500000.0
LOK_SABHA,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0
LOK_SABHA,Jharkhand,KALI CHARAN MUNDA,KHUNTI(ST),147000000.0
LOK_SABHA,Jharkhand,KALI CHARAN SINGH,CHATRA,147000000.0
LOK_SABHA,West Bengal,KALIPADA SAREN,JHARGRAM(ST),147000000.0
LOK_SABHA,West Bengal,Kalyan Banerjee,SREERAMPUR,147000000.0
LOK_SABHA,Maharashtra,KALYAN VAIJINATHRAO KALE,JALNA,147000000.0
LOK_SABHA,Assam,KAMAKHYA PRASAD TASA,Kaziranga,147000000.0
LOK_SABHA,Delhi,Kamaljeet Sehrawat,WEST DELHI,147000000.0
LOK_SABHA,Chhattisgarh,KAMLESH JANGDE,JANJGIR CHAMPA(SC),150384382.11
LOK_SABHA,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000.0
LOK_SABHA,Himachal Pradesh,Kangana Ranaut,MANDI,147000000.0
LOK_SABHA,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000.0
LOK_SABHA,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000.0
LOK_SABHA,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000.0
LOK_SABHA,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000.0
LOK_SABHA,West Bengal,KARTICK CHANDRA PAUL,RAIGANJ,202677986.56
LOK_SABHA,Bihar,Kaushalendra Kumar,NALANDA,147000000.0
LOK_SABHA,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000.0
LOK_SABHA,West Bengal,Khalilur Rahaman,JANGIPUR,147000000.0
LOK_SABHA,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11
LOK_SABHA,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0
LOK_SABHA,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0
LOK_SABHA,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0
LOK_SABHA,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0
LOK_SABHA,Telangana,KONDA VISHWESHWAR REDDY,CHELVELLA,233721420.96
LOK_SABHA,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0
LOK_SABHA,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0
LOK_SABHA,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0
LOK_SABHA,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0
LOK_SABHA,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11
LOK_SABHA,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0
LOK_SABHA,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0
LOK_SABHA,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0
LOK_SABHA,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0
LOK_SABHA,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11
LOK_SABHA,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0
LOK_SABHA,Bihar,LOVELY ANAND,SHEOHAR,147000000.0
LOK_SABHA,Rajasthan,LUMBARAM,JALORE,147000000.0
LOK_SABHA,Karnataka,M. MALLESH BABU,KOLAR(SC),147065957.11
LOK_SABHA,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0
LOK_SABHA,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0
LOK_SABHA,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0
LOK_SABHA,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0
LOK_SABHA,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0
LOK_SABHA,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0
LOK_SABHA,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,148816284.11
LOK_SABHA,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0
LOK_SABHA,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0
LOK_SABHA,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0
LOK_SABHA,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593.0
LOK_SABHA,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0
LOK_SABHA,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0
LOK_SABHA,Tamil Nadu,MANI. A.,DHARAMAPURI,164515071.11
LOK_SABHA,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0
LOK_SABHA,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0
LOK_SABHA,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75
LOK_SABHA,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11
LOK_SABHA,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0
LOK_SABHA,Haryana,MANOHAR LAL,KARNAL,147000000.0
LOK_SABHA,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0
LOK_SABHA,West Bengal,MANOJ TIGGA,ALIPURDUARS(ST),147000000.0
LOK_SABHA,Delhi,Manoj Tiwari,NORTH EAST DELHI,225843858.0
LOK_SABHA,Gujarat,Mansukhbhai Dhanjibhai Vasava,BHARUCH,147000000.0
LOK_SABHA,Jammu And Kashmir,MIAN ALTAF AHMAD,ANANTNAG,147000000.0
LOK_SABHA,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11
LOK_SABHA,Bihar,MISHA BHARTI,PATALIPUTRA,147000000.0
LOK_SABHA,Gujarat,Mitesh Rameshbhai Bakabhai Patel,ANAND,147000000.0
LOK_SABHA,Ladakh,Mohamed Haneefa,LADAKH,161114542.0
LOK_SABHA,Uttar Pradesh,MOHIBBULLAH,RAMPUR,147000000.0
LOK_SABHA,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7
LOK_SABHA,Bihar,Mr Gopal Jee Thakur,DARBHANGA,147000000.0
LOK_SABHA,West Bengal,Ms Mahua Moitra,KRISHNANAGAR,159865046.0
LOK_SABHA,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41
LOK_SABHA,Uttar Pradesh,Mukesh Rajput,FARRUKHABAD,147000000.0
LOK_SABHA,Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,SURAT,147000000.0
LOK_SABHA,Rajasthan,MURARI LAL MEENA,DAUSA(ST),147000000.0
LOK_SABHA,Tamil Nadu,MURASOLI S,THANJAVUR,147000000.0
LOK_SABHA,Maharashtra,MURLIDHAR MOHOL,PUNE,147000000.0
LOK_SABHA,Odisha,NABA CHARAN MAJHI,MAYURBHANJ (ST),147563957.11
LOK_SABHA,Jharkhand,NALIN SOREN,DUMKA(ST),147364097.11
